travel_time,id,kind,action,origin,destination,start_time,reward,cost_table
11.366666666666667,0,Human,4,0,0,99,-11.366666666666667,"-4.427386650672203,-3.596627677133287,-2.965766175687008,-3.837839309374376,-11.047783507870227"
11.85,1,Human,1,1,0,58,-11.85,"-3.629563876192696,-11.782881563024269,-6.522944756290779,-4.299018427933143,-8.943213404414344"
11.3,2,Human,4,0,0,112,-11.3,"-4.63405331733887,-3.596627677133287,-2.965766175687008,-4.756938114166168,-11.669503204134962"
9.783333333333333,3,Human,1,0,0,118,-9.783333333333333,"-3.4883999800069203,-9.938231253776301,-2.965766175687008,-3.837839309374376,-4.79902667849049"
14.116666666666667,4,Human,2,1,0,31,-14.116666666666667,"-4.230317767620824,-7.156560325071608,-13.46477628369719,-4.405685094599811,-6.306062611064078"
7.2,5,Human,4,0,0,50,-7.2,"-3.9207199840055367,-4.686673370692243,-2.965766175687008,-3.837839309374376,-7.124591273211846"
9.7,6,Human,4,0,0,93,-9.7,"-3.4883999800069203,-4.23730214170663,-2.965766175687008,-3.837839309374376,-9.718973614726558"
7.216666666666667,7,Human,4,0,0,80,-7.216666666666667,"-3.4883999800069203,-4.0106354750399635,-2.965766175687008,-4.293604780832834,-8.111286525298574"
15.483333333333333,8,Human,1,1,0,89,-15.483333333333333,"-3.629563876192696,-16.262824709385374,-6.522944756290779,-5.01568509459981,-6.306062611064078"
9.866666666666667,9,Human,2,1,1,64,-9.866666666666667,"-3.6918131111335817,-6.312540306767083,-9.938817049606481,-3.577428249917677,-4.042853613727709"
12.483333333333333,10,Human,4,0,0,116,-12.483333333333333,"-5.611909320537762,-3.596627677133287,-4.255946273882939,-3.837839309374376,-12.110933144595089"
13.416666666666666,11,Human,1,1,1,113,-13.416666666666666,"-3.6918131111335817,-14.409843555684912,-6.21677816582968,-5.405275933267475,-5.7776162243155005"
15.966666666666667,12,Human,2,1,0,91,-15.966666666666667,"-3.629563876192696,-5.904033739672842,-16.316806876257765,-3.890439701583096,-6.306062611064078"
23.966666666666665,13,Human,1,0,1,123,-23.966666666666665,"-3.253273606058693,-23.680317033936483,-4.111499545822649,-2.885093792736676,-3.59191051510597"
11.35,14,Human,4,0,0,104,-11.35,"-3.4883999800069203,-5.263175046698637,-2.965766175687008,-4.4836047808328345,-10.946754538881665"
18.183333333333334,15,Human,2,1,0,64,-18.183333333333334,"-3.629563876192696,-5.904033739672842,-18.44135936046646,-3.890439701583096,-6.306062611064078"
18.266666666666666,16,Human,1,1,1,101,-18.266666666666666,"-3.6918131111335817,-18.020878100578148,-4.3834727072871,-5.981942599934142,-6.354282890982168"
17.983333333333334,17,Human,4,1,0,61,-17.983333333333334,"-3.629563876192696,-7.12989365840494,-9.038355805032623,-3.890439701583096,-17.988835137738985"
