travel_time,id,kind,action,origin,destination,start_time,reward,cost_table
0.6666666666666666,0,Human,1,0,0,0,-0.6666666666666666,"-0.357532037437005,-0.6666665789518359"
0.7,20,Human,1,0,0,0,-0.7,"-0.284060475161987,-0.7000032415460874"
0.75,21,Human,1,0,0,0,-0.75,"-0.556581713462923,-0.7484531764591339"
1.6833333333333333,1,Human,0,0,0,1,-1.6833333333333333,"-1.298512322656395,-0.5296597072234221"
1.8166666666666667,2,Human,0,0,0,2,-1.8166666666666667,"-1.730738098239751,-0.4597413006959443"
1.8333333333333333,3,Human,0,0,0,3,-1.8333333333333333,"-1.734954629051752,-0.5805544324454044"
1.8666666666666667,4,Human,0,0,0,4,-1.8666666666666667,"-1.0529589632829375,-0.8617995152043911"
0.8666666666666667,5,Human,1,0,0,5,-0.8666666666666667,"-0.5507271418286537,-0.8917875913616052"
1.0,6,Human,1,0,0,6,-1.0,"-0.6313987041036717,-1.0117772482156082"
1.8833333333333333,7,Human,0,0,0,7,-1.8833333333333333,"-1.798876712877735,-0.8030302126229902"
1.8833333333333333,8,Human,0,0,0,8,-1.8833333333333333,"-1.8118195157680197,-0.8216593700983923"
1.05,9,Human,1,0,0,9,-1.05,"-1.8062518454031113,-0.6327263738900889"
1.1666666666666667,10,Human,1,0,0,10,-1.1666666666666667,"-0.9724653707703383,-1.169710998957007"
1.8666666666666667,11,Human,0,0,0,11,-1.8666666666666667,"-1.825101346391402,-0.6949930405567556"
1.2,12,Human,1,0,0,12,-1.2,"-0.5573938084953203,-1.1993904834485873"
1.8666666666666667,13,Human,0,0,0,13,-1.8666666666666667,"-1.8165350956663133,-1.2174503415106768"
1.1833333333333333,14,Human,1,0,0,14,-1.1833333333333333,"-1.158185629949604,-1.1882874876655394"
1.3,15,Human,1,0,0,15,-1.3,"-0.7779150467962563,-1.3096398222979804"
1.3333333333333333,16,Human,1,0,0,16,-1.3333333333333333,"-0.9611320374370051,-1.3325545719984575"
1.35,17,Human,1,0,0,17,-1.35,"-1.1080789632829373,-1.348760425448089"
1.45,18,Human,1,0,0,18,-1.45,"-0.9688653707703384,-1.3980874747742538"
1.5,19,Human,1,0,0,19,-1.5,"-0.7685817134629229,-1.4728584880446722"
