travel_time,id,kind,action,origin,destination,start_time,reward,cost_table
0.6666666666666666,0,Human,1,0,0,0,-0.6666666666666666,"-0.27739380849532036,-0.6666650711431896"
0.7,20,Human,1,0,0,0,-0.7,"-0.284060475161987,-0.700092130280996"
0.75,21,Human,1,0,0,0,-0.75,"-0.404060475161987,-0.7500400571122938"
1.1666666666666667,1,Human,0,0,0,1,-1.1666666666666667,"-1.1870459979323078,-0.5296597072234221"
1.8,2,Human,0,0,0,2,-1.8,"-1.6452150314383596,-0.4597413006959443"
1.8,3,Human,0,0,0,3,-1.8,"-1.6753675552089125,-0.5215263738900888"
0.8666666666666667,4,Human,1,0,0,4,-0.8666666666666667,"-0.8495320374370051,-0.8667792715160488"
0.9,5,Human,1,0,0,5,-0.9,"-0.5507271418286537,-0.8990391447674639"
1.0166666666666666,6,Human,1,0,0,6,-1.0166666666666666,"-0.6313987041036717,-1.015411841544015"
1.8,7,Human,0,0,0,7,-1.8,"-1.7466004813146943,-0.8030302126229902"
1.8166666666666667,8,Human,0,0,0,8,-1.8166666666666667,"-1.7563342718719794,-0.8216593700983923"
1.8166666666666667,9,Human,0,0,0,9,-1.8166666666666667,"-1.8012944835659326,-0.5284079673626111"
1.1666666666666667,10,Human,1,0,0,10,-1.1666666666666667,"-0.9724653707703383,-1.1672482465476812"
1.8333333333333333,11,Human,0,0,0,11,-1.8333333333333333,"-1.8177697908216635,-0.6949930405567556"
1.2,12,Human,1,0,0,12,-1.2,"-0.5573938084953203,-1.1953921552348"
1.8333333333333333,13,Human,0,0,0,13,-1.8333333333333333,"-1.557594284694025,-1.2178911586104322"
1.1833333333333333,14,Human,1,0,0,14,-1.1833333333333333,"-1.0060653707703384,-1.2021732587688145"
1.3166666666666667,15,Human,1,0,0,15,-1.3166666666666667,"-0.7779150467962563,-1.315115958101163"
1.3333333333333333,16,Human,1,0,0,16,-1.3333333333333333,"-0.9611320374370051,-1.338754314670523"
1.35,17,Human,1,0,0,17,-1.35,"-0.955932037437005,-1.3522445222513968"
1.3833333333333333,18,Human,1,0,0,18,-1.3833333333333333,"-0.5273938084953204,-1.3931811943196737"
1.4666666666666666,19,Human,1,0,0,19,-1.4666666666666666,"-0.2217422606191504,-1.4756710639432993"
