travel_time,id,kind,action,origin,destination,start_time,reward,cost_table
0.6666666666666666,0,Human,1,0,0,0,-0.6666666666666666,"-0.27739380849532036,-0.6665780973216452"
0.7166666666666667,20,Human,1,0,0,0,-0.7166666666666667,"-0.284060475161987,-0.7051142579613368"
0.7666666666666667,21,Human,1,0,0,0,-0.7666666666666667,"-0.404060475161987,-0.7522236164184094"
1.1666666666666667,1,Human,0,0,0,1,-1.1666666666666667,"-1.3032736093762303,-0.5296597072234221"
0.85,2,Human,1,0,0,2,-0.85,"-1.7043929616346607,-0.4597413006959443"
1.7666666666666666,3,Human,0,0,0,3,-1.7666666666666666,"-1.7269707541348742,-0.3555099592032638"
0.8833333333333333,4,Human,1,0,0,4,-0.8833333333333333,"-0.7785817134629229,-0.8716673265253954"
0.9,5,Human,1,0,0,5,-0.9,"-0.5507271418286537,-0.9007374424339147"
1.0166666666666666,6,Human,1,0,0,6,-1.0166666666666666,"-0.5225817134629229,-1.0110432165183831"
1.75,7,Human,0,0,0,7,-1.75,"-1.7987279167569956,-0.7329544324454045"
1.7666666666666666,8,Human,0,0,0,8,-1.7666666666666666,"-1.8093869961931477,-0.7119677657787378"
1.8,9,Human,0,0,0,9,-1.8,"-1.8131048340623241,-0.5284079673626111"
1.1666666666666667,10,Human,1,0,0,10,-1.1666666666666667,"-0.5340604751619871,-1.1674603197274793"
1.7833333333333334,11,Human,0,0,0,11,-1.7833333333333334,"-1.812425670252202,-0.6949930405567556"
1.2,12,Human,1,0,0,12,-1.2,"-0.5573938084953203,-1.1923088737244363"
1.8166666666666667,13,Human,0,0,0,13,-1.8166666666666667,"-1.0048653707703386,-1.2171121725284777"
1.2,14,Human,1,0,0,14,-1.2,"-0.7992483801295897,-1.2354907518948184"
1.2833333333333334,15,Human,1,0,0,15,-1.2833333333333334,"-0.7779150467962563,-1.3288788651221544"
1.3166666666666667,16,Human,1,0,0,16,-1.3166666666666667,"-0.5173938084953204,-1.357635749603133"
1.3166666666666667,17,Human,1,0,0,17,-1.3166666666666667,"-0.7532483801295896,-1.3663528663459812"
1.3666666666666667,18,Human,1,0,0,18,-1.3666666666666667,"-0.5273938084953204,-1.409731108948188"
1.4666666666666666,19,Human,1,0,0,19,-1.4666666666666666,"-0.2217422606191504,-1.497791003566396"
