travel_time,id,kind,action,origin,destination,start_time,reward,cost_table
6.983333333333333,3,AV,1,0,0,118,-6.983333333333333,"0,0,0"
5.633333333333334,5,AV,2,0,0,50,-5.633333333333334,"0,0,0"
6.266666666666667,7,AV,1,0,0,80,-6.266666666666667,"0,0,0"
9.766666666666667,9,AV,1,1,1,64,-9.766666666666667,"0,0,0"
14.05,11,AV,0,1,1,113,-14.05,"0,0,0"
9.4,13,AV,2,0,1,123,-9.4,"0,0,0"
7.6,15,AV,0,1,0,64,-7.6,"0,0,0"
8.05,17,AV,2,1,0,61,-8.05,"0,0,0"
8.533333333333333,19,AV,2,1,0,88,-8.533333333333333,"0,0,0"
7.1,21,AV,2,0,0,69,-7.1,"0,0,0"
8.816666666666666,23,AV,0,1,0,85,-8.816666666666666,"0,0,0"
6.766666666666667,25,AV,2,1,1,79,-6.766666666666667,"0,0,0"
8.066666666666666,27,AV,0,0,1,100,-8.066666666666666,"0,0,0"
12.383333333333333,29,AV,1,1,0,102,-12.383333333333333,"0,0,0"
7.083333333333333,31,AV,0,0,1,77,-7.083333333333333,"0,0,0"
5.933333333333334,33,AV,0,0,1,65,-5.933333333333334,"0,0,0"
9.433333333333334,35,AV,1,0,1,123,-9.433333333333334,"0,0,0"
5.766666666666667,37,AV,1,0,0,64,-5.766666666666667,"0,0,0"
14.016666666666667,39,AV,0,1,1,109,-14.016666666666667,"0,0,0"
12.383333333333333,41,AV,1,1,0,106,-12.383333333333333,"0,0,0"
5.55,0,Human,0,0,0,99,-5.55,"-4.167386650672203,-3.596627677133287,-2.965766175687008"
6.3,1,Human,0,1,0,58,-6.3,"-3.5405572152129685,-6.476306965105191,-4.0124621502118725"
6.466666666666667,2,Human,0,0,0,112,-6.466666666666667,"-3.4883999800069203,-4.320635475039963,-2.965766175687008"
6.6,4,Human,0,1,0,31,-6.6,"-3.5405572152129685,-7.301045572084154,-3.5530776877648407"
5.1,6,Human,0,0,0,93,-5.1,"-4.10405331733887,-3.596627677133287,-2.965766175687008"
8.9,8,Human,0,1,0,89,-8.9,"-3.5405572152129685,-7.684378905417487,-3.5530776877648407"
6.483333333333333,10,Human,0,0,0,116,-6.483333333333333,"-4.167386650672203,-3.596627677133287,-2.965766175687008"
9.0,12,Human,0,1,0,91,-9.0,"-3.5405572152129685,-7.98771223875082,-3.5530776877648407"
5.733333333333333,14,Human,0,0,0,104,-5.733333333333333,"-3.4883999800069203,-3.596627677133287,-3.629279607216273"
12.733333333333333,16,Human,0,1,1,101,-12.733333333333333,"-3.6918131111335817,-6.315849630496574,-3.8158821145345194"
8.7,18,Human,0,1,0,116,-8.7,"-3.5405572152129685,-8.304378905417487,-3.5530776877648407"
11.35,20,Human,0,1,1,84,-11.35,"-3.6918131111335817,-6.065849630496574,-3.8158821145345194"
6.666666666666667,22,Human,0,0,0,126,-6.666666666666667,"-4.307386650672203,-3.596627677133287,-2.965766175687008"
5.75,24,Human,0,0,0,77,-5.75,"-4.2240533173388695,-3.596627677133287,-2.965766175687008"
14.0,26,Human,0,1,1,105,-14.0,"-3.6918131111335817,-6.555849630496574,-3.8158821145345194"
9.0,28,Human,0,1,0,102,-9.0,"-3.5405572152129685,-7.984378905417487,-3.5530776877648407"
6.0,30,Human,0,0,0,154,-6.0,"-3.4883999800069203,-4.313968808373296,-2.965766175687008"
10.316666666666666,32,Human,0,1,1,74,-10.316666666666666,"-4.386783822240199,-4.84064537145405,-3.8158821145345194"
5.733333333333333,34,Human,0,0,0,108,-5.733333333333333,"-3.4883999800069203,-4.313968808373296,-2.965766175687008"
11.433333333333334,36,Human,0,1,1,86,-11.433333333333334,"-3.6918131111335817,-6.069182963829907,-3.8158821145345194"
7.766666666666667,38,Human,0,1,0,65,-7.766666666666667,"-3.5405572152129685,-7.564378905417486,-3.5530776877648407"
8.933333333333334,40,Human,0,1,0,112,-8.933333333333334,"-3.5405572152129685,-8.284378905417487,-3.5530776877648407"
7.166666666666667,42,Human,0,0,1,70,-7.166666666666667,"-3.253273606058693,-4.855224047862487,-5.6049591758949795"
12.683333333333334,43,Human,0,1,1,96,-12.683333333333334,"-3.6918131111335817,-6.2958496304965745,-3.8158821145345194"
8.766666666666667,44,Human,0,1,0,93,-8.766666666666667,"-3.5405572152129685,-7.99771223875082,-3.5530776877648407"
8.3,45,Human,0,0,1,96,-8.3,"-3.253273606058693,-5.837512571623323,-3.718698969868724"
6.566666666666666,46,Human,0,0,0,116,-6.566666666666666,"-3.4883999800069203,-4.320635475039963,-2.965766175687008"
5.783333333333333,47,Human,0,0,0,96,-5.783333333333333,"-4.19405331733887,-3.596627677133287,-2.965766175687008"
9.683333333333334,48,Human,0,0,1,110,-9.683333333333334,"-3.253273606058693,-6.740845904956657,-3.718698969868724"
6.866666666666666,49,Human,0,0,1,92,-6.866666666666666,"-3.253273606058693,-5.53417923828999,-3.718698969868724"
