travel_time,id,kind,action,origin,destination,start_time,reward,cost_table
0.6666666666666666,0,Human,1,0,0,0,-0.6666666666666666,"-0.32191504679625627,-0.6666663320611417"
0.7,20,Human,1,0,0,0,-0.7,"-0.284060475161987,-0.7000154568962442"
0.75,21,Human,1,0,0,0,-0.75,"-0.404060475161987,-0.7493076698015865"
1.1666666666666667,1,Human,0,0,0,1,-1.1666666666666667,"-1.167988599092459,-0.5296597072234221"
1.7333333333333334,2,Human,0,0,0,2,-1.7333333333333334,"-1.722393631488882,-0.4597413006959443"
1.75,3,Human,0,0,0,3,-1.75,"-1.7360757028646525,-0.5215263738900888"
0.8666666666666667,4,Human,1,0,0,4,-0.8666666666666667,"-0.8495320374370051,-0.8652874572921408"
0.9,5,Human,1,0,0,5,-0.9,"-0.5507271418286537,-0.8991397445755238"
1.0166666666666666,6,Human,1,0,0,6,-1.0166666666666666,"-0.6313987041036717,-1.0157570912787506"
1.7333333333333334,7,Human,0,0,0,7,-1.7333333333333334,"-1.7641943274072065,-0.8030302126229902"
1.75,8,Human,0,0,0,8,-1.75,"-1.7789987998073231,-0.8216593700983923"
1.7666666666666666,9,Human,0,0,0,9,-1.7666666666666666,"-1.7948409223039412,-0.5284079673626111"
1.1666666666666667,10,Human,1,0,0,10,-1.1666666666666667,"-0.9724653707703383,-1.1681623409128508"
1.7666666666666666,11,Human,0,0,0,11,-1.7666666666666666,"-1.8031764335222322,-0.6949930405567556"
1.2,12,Human,1,0,0,12,-1.2,"-0.5573938084953203,-1.1970935985974647"
1.8,13,Human,0,0,0,13,-1.8,"-1.739347596166831,-1.2174503415106768"
1.1833333333333333,14,Human,1,0,0,14,-1.1833333333333333,"-1.158185629949604,-1.200446165397354"
1.3166666666666667,15,Human,1,0,0,15,-1.3166666666666667,"-0.7779150467962563,-1.3138983836077687"
1.3333333333333333,16,Human,1,0,0,16,-1.3333333333333333,"-0.9611320374370051,-1.3363256390815934"
1.35,17,Human,1,0,0,17,-1.35,"-1.1080789632829373,-1.3507949770995231"
1.4,18,Human,1,0,0,18,-1.4,"-0.5273938084953204,-1.3918359622423915"
1.7333333333333334,19,Human,0,0,0,19,-1.7333333333333334,"-0.7685817134629229,-1.4767071153863522"
