travel_time,id,kind,action,origin,destination,start_time,reward,cost_table
6.666666666666667,3,AV,0,0,0,118,-6.666666666666667,"0,0,0"
4.483333333333333,5,AV,0,0,0,50,-4.483333333333333,"0,0,0"
6.383333333333334,7,AV,1,0,0,80,-6.383333333333334,"0,0,0"
10.383333333333333,9,AV,0,1,1,64,-10.383333333333333,"0,0,0"
15.516666666666667,11,AV,0,1,1,113,-15.516666666666667,"0,0,0"
12.533333333333333,13,AV,0,0,1,123,-12.533333333333333,"0,0,0"
7.8,15,AV,0,1,0,64,-7.8,"0,0,0"
8.316666666666666,17,AV,2,1,0,61,-8.316666666666666,"0,0,0"
7.3,19,AV,0,1,0,88,-7.3,"0,0,0"
5.716666666666667,21,AV,0,0,0,69,-5.716666666666667,"0,0,0"
10.166666666666666,23,AV,1,1,0,85,-10.166666666666666,"0,0,0"
9.533333333333333,25,AV,1,1,1,79,-9.533333333333333,"0,0,0"
8.166666666666666,27,AV,1,0,1,100,-8.166666666666666,"0,0,0"
8.8,29,AV,0,1,0,102,-8.8,"0,0,0"
7.066666666666666,31,AV,0,0,1,77,-7.066666666666666,"0,0,0"
5.933333333333334,33,AV,0,0,1,65,-5.933333333333334,"0,0,0"
13.766666666666667,35,AV,0,0,1,123,-13.766666666666667,"0,0,0"
5.95,37,AV,1,0,0,64,-5.95,"0,0,0"
9.066666666666666,39,AV,1,1,1,109,-9.066666666666666,"0,0,0"
7.183333333333334,41,AV,0,1,0,106,-7.183333333333334,"0,0,0"
5.9,0,Human,0,0,0,99,-5.9,"-4.167386650672203,-3.596627677133287,-2.965766175687008"
6.416666666666667,1,Human,0,1,0,58,-6.416666666666667,"-3.5405572152129685,-6.476306965105191,-4.0124621502118725"
6.5,2,Human,0,0,0,112,-6.5,"-3.4883999800069203,-4.320635475039963,-2.965766175687008"
6.7,4,Human,0,1,0,31,-6.7,"-3.5405572152129685,-7.301045572084154,-3.5530776877648407"
5.4,6,Human,0,0,0,93,-5.4,"-4.10405331733887,-3.596627677133287,-2.965766175687008"
7.616666666666666,8,Human,0,1,0,89,-7.616666666666666,"-3.5405572152129685,-7.684378905417487,-3.5530776877648407"
6.616666666666666,10,Human,0,0,0,116,-6.616666666666666,"-4.167386650672203,-3.596627677133287,-2.965766175687008"
8.7,12,Human,0,1,0,91,-8.7,"-3.5405572152129685,-7.98771223875082,-3.5530776877648407"
5.733333333333333,14,Human,0,0,0,104,-5.733333333333333,"-3.4883999800069203,-3.596627677133287,-3.629279607216273"
14.233333333333333,16,Human,0,1,1,101,-14.233333333333333,"-3.6918131111335817,-6.315849630496574,-3.8158821145345194"
8.766666666666667,18,Human,0,1,0,116,-8.766666666666667,"-3.5405572152129685,-8.304378905417487,-3.5530776877648407"
11.35,20,Human,0,1,1,84,-11.35,"-3.6918131111335817,-6.065849630496574,-3.8158821145345194"
7.116666666666666,22,Human,0,0,0,126,-7.116666666666666,"-4.307386650672203,-3.596627677133287,-2.965766175687008"
5.85,24,Human,0,0,0,77,-5.85,"-4.2240533173388695,-3.596627677133287,-2.965766175687008"
15.483333333333333,26,Human,0,1,1,105,-15.483333333333333,"-3.6918131111335817,-6.555849630496574,-3.8158821145345194"
8.683333333333334,28,Human,0,1,0,102,-8.683333333333334,"-3.5405572152129685,-7.984378905417487,-3.5530776877648407"
6.466666666666667,30,Human,0,0,0,154,-6.466666666666667,"-3.4883999800069203,-4.313968808373296,-2.965766175687008"
10.1,32,Human,0,1,1,74,-10.1,"-4.386783822240199,-4.84064537145405,-3.8158821145345194"
5.85,34,Human,0,0,0,108,-5.85,"-3.4883999800069203,-4.313968808373296,-2.965766175687008"
11.416666666666666,36,Human,0,1,1,86,-11.416666666666666,"-3.6918131111335817,-6.069182963829907,-3.8158821145345194"
7.616666666666666,38,Human,0,1,0,65,-7.616666666666666,"-3.5405572152129685,-7.564378905417486,-3.5530776877648407"
8.716666666666667,40,Human,0,1,0,112,-8.716666666666667,"-3.5405572152129685,-8.284378905417487,-3.5530776877648407"
7.15,42,Human,0,0,1,70,-7.15,"-3.253273606058693,-4.855224047862487,-5.6049591758949795"
12.666666666666666,43,Human,0,1,1,96,-12.666666666666666,"-3.6918131111335817,-6.2958496304965745,-3.8158821145345194"
8.766666666666667,44,Human,0,1,0,93,-8.766666666666667,"-3.5405572152129685,-7.99771223875082,-3.5530776877648407"
8.366666666666667,45,Human,0,0,1,96,-8.366666666666667,"-3.253273606058693,-5.837512571623323,-3.718698969868724"
6.5,46,Human,0,0,0,116,-6.5,"-3.4883999800069203,-4.320635475039963,-2.965766175687008"
5.716666666666667,47,Human,0,0,0,96,-5.716666666666667,"-4.19405331733887,-3.596627677133287,-2.965766175687008"
8.05,48,Human,0,0,1,110,-8.05,"-3.253273606058693,-6.740845904956657,-3.718698969868724"
8.266666666666667,49,Human,0,0,1,92,-8.266666666666667,"-3.253273606058693,-5.53417923828999,-3.718698969868724"
